ID,Year,Loan Limit,Gender,Approved in Advance,Loan Type,Loan Purpose,Credit Worthiness,Open Credit,Business Or Commercial,Loan Amount,Rate of Interest,Interest rate spread,Upfront charges,Term(months),Negative Ammortization,Interest Only,Lump Sum Payment,Property Value,Construction Type,Occupancy Type,Secured by,Total Units,Income,Credit Type,Credit Score,Co-applicant Credit Type,Min Age,Max Age,Submission of Application,Loan to Value,Region,Default Status,Debt-to-Income Ratio,LTV Risk Bucket,Credit Score Bucket,i
73711,2019,Conforming Loan,Male,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$606,500.00",3.99%,0.1202,$0.00,360,No,No,No,"$778,000.00",Site-Built,Principal Residence,home,1U,"$8,400.00",CRIF,786,CIB,55,64,Yes,77.9562982,Central,No,37,Moderate,Very Good,
51217,2019,Conforming Loan,Female,Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$296,500.00",3.50%,-0.1589,"$3,612.60",360,No,No,No,"$518,000.00",Site-Built,Principal Residence,home,1U,"$7,920.00",EXP,625,CIB,45,54,No,57.23938224,North,No,28,Low,Fair,
76177,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$236,500.00",4.38%,-0.0963,$85.23,360,Yes,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$4,620.00",EXP,739,EXP,74,74,No,53.99543379,North,No,26,Low,Good ,
111508,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$316,500.00",4.63%,0.2519,$0.00,360,No,No,No,"$808,000.00",Site-Built,Principal Residence,home,1U,"$8,100.00",CIB,509,EXP,74,74,Yes,39.17079208,North,No,47,Low,Poor ,
140990,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$216,500.00",4.88%,1.4996,"$5,490.00",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$6,180.00",EXP,501,CIB,65,74,Yes,80.78358209,South,No,41,High,Poor ,
108247,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$196,500.00",2.99%,-0.6717,"$2,870.45",300,No,No,No,"$368,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,625,EXP,65,74,Yes,53.39673913,North,No,39,Low,Fair,
37062,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$236,500.00",3.99%,0.5574,"$7,638.39",348,No,No,No,"$368,000.00",Site-Built,Principal Residence,home,1U,"$4,620.00",EXP,748,EXP,65,74,Yes,64.26630435,South,No,43,Moderate,Very Good,
57079,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$236,500.00",3.50%,-0.0674,"$1,236.35",360,No,Yes,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$7,140.00",CIB,566,EXP,65,74,No,56.57894737,North,No,31,Low,Poor ,
69037,2019,Conforming Loan,Female,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$276,500.00",4.56%,0.2374,"$3,249.25",360,No,No,No,"$408,000.00",Site-Built,Principal Residence,home,1U,"$4,260.00",CIB,775,EXP,45,54,Yes,67.76960784,South,No,44,Moderate,Very Good,
151976,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$126,500.00",3.25%,0.5652,"$3,706.25",180,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$3,840.00",CIB,535,CIB,55,64,Yes,41.07142857,South,No,22,Low,Poor ,
81048,2019,Conforming Loan,Female,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$486,500.00",4.50%,0.4,"$5,306.89",360,No,No,No,"$528,000.00",Site-Built,Principal Residence,home,1U,"$3,660.00",CRIF,668,CIB,74,74,Yes,92.14015152,North,No,51,High,Fair,
132537,2019,non Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$186,500.00",4.50%,1.0845,"$1,172.98",360,No,No,No,"$218,000.00",Site-Built,Principal Residence,home,1U,"$3,600.00",CIB,900,CIB,35,44,Yes,85.55045872,North,No,57,High,Excellent,
62015,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$356,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$15,060.00",EQUI,749,EXP,45,54,No,85.28708134,North,Yes,39,High,Very Good,
35273,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$686,500.00",3.63%,-0.0677,$205.41,360,No,No,No,"$1,238,000.00",Site-Built,Principal Residence,home,1U,"$9,540.00",CIB,666,CIB,55,64,No,55.45234249,South,No,46,Low,Fair,
47473,2019,Conforming Loan,Unknown,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$126,500.00",4.50%,0.3118,"$2,632.88",360,No,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$3,360.00",EXP,621,EXP,65,74,Yes,41.07142857,South,No,41,Low,Fair,
68786,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$476,500.00",3.63%,0.0995,"$1,184.35",360,No,No,No,"$508,000.00",Site-Built,Principal Residence,home,1U,"$6,900.00",EXP,823,EXP,35,44,No,93.7992126,North,No,44,High,Excellent,
146504,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$376,500.00",4.25%,-0.0832,"$2,105.78",360,Yes,No,No,"$398,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",CRIF,801,CIB,25,34,No,94.59798995,South,No,41,High,Excellent,
61754,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$256,500.00",3.99%,0.3349,"$6,300.00",360,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$5,160.00",EXP,638,EXP,35,44,Yes,58.56164384,North,No,40,Low,Fair,
64247,2019,Conforming Loan,Female,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$196,500.00",3.99%,1.1476,$0.00,360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",EXP,772,CIB,45,54,Yes,73.32089552,North,No,39,Moderate,Very Good,
166210,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$10,980.00",EQUI,859,EXP,55,64,Yes,116.3875598,South,Yes,39,Very High,Excellent,
73117,2019,Conforming Loan,Male,Pre-Approved,Conventional,Refinancing,Standard,No,No,"$196,500.00",5.38%,1.3171,"$6,537.38",360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$4,560.00",EXP,695,CIB,65,74,Yes,73.32089552,North,No,38,Moderate,Good ,
58969,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$486,500.00",3.38%,0.3625,"$2,460.88",180,No,No,No,"$688,000.00",Site-Built,Principal Residence,home,1U,"$10,980.00",EXP,833,CIB,45,54,Yes,70.7122093,North,No,46,Moderate,Excellent,
89759,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$96,500.00",3.99%,0.3831,$0.00,300,Yes,No,No,"$108,000.00",Site-Built,Principal Residence,home,1U,"$2,100.00",EXP,620,CIB,0,25,Yes,89.35185185,South,Yes,51,High,Fair,
138842,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$116,500.00",5.38%,1.2589,"$3,530.00",360,No,No,No,"$158,000.00",Site-Built,Principal Residence,home,1U,"$1,740.00",EXP,571,CIB,74,74,Yes,73.73417722,North,No,38,Moderate,Poor ,
83445,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$606,500.00",3.88%,0.1698,"$6,060.00",360,No,No,No,"$688,000.00",Site-Built,Principal Residence,home,1U,"$11,460.00",CRIF,777,EXP,25,34,No,88.15406977,North,No,36,High,Very Good,
42392,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$366,500.00",4.18%,-0.028,$0.00,300,No,No,No,"$438,000.00",Site-Built,Principal Residence,home,1U,"$6,360.00",CRIF,848,EXP,35,44,No,83.67579909,Central,No,34,High,Excellent,
154914,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$106,500.00",3.63%,0.332,"$3,334.50",180,No,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$4,740.00",CRIF,704,EXP,74,,Yes,42.94354839,South,No,39,Low,Good ,
139774,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$176,500.00",3.99%,0.3831,$0.00,180,No,No,No,"$188,000.00",Site-Built,Investment Property,home,1U,"$2,880.00",EXP,705,CIB,55,64,Yes,93.88297872,South,Yes,43,High,Good ,
82657,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$256,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,940.00",EQUI,608,EXP,55,64,Yes,61.36363636,North,Yes,39,Moderate,Fair,
113201,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$306,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$1,298,000.00",Site-Built,Principal Residence,home,1U,"$7,200.00",CRIF,644,CIB,45,54,No,23.61325116,North,Yes,32,Low,Fair,
167859,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$606,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$7,200.00",EQUI,710,EXP,25,34,No,145.0956938,South,Yes,39,Very High,Good ,
53318,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$206,500.00",4.63%,0.5873,"$1,563.00",360,No,No,No,"$488,000.00",Site-Built,Investment Property,home,1U,"$6,180.00",CRIF,699,CIB,74,74,No,42.31557377,South,No,44,Low,Good ,
168544,2019,non Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Improvement,Standard,No,No,"$756,500.00",3.99%,0.4,"$9,595.00",360,No,No,No,"$2,608,000.00",Site-Built,Principal Residence,home,1U,"$14,880.00",EXP,613,EXP,45,54,No,29.00690184,North,No,41,Low,Fair,
169065,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$496,500.00",4.13%,-0.2106,$0.00,360,No,No,No,"$948,000.00",Site-Built,Principal Residence,home,1U,"$8,640.00",CRIF,828,CIB,55,64,No,52.37341772,North,No,20,Low,Excellent,
69300,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$346,500.00",3.63%,0.1815,$988.53,360,No,Yes,No,"$378,000.00",Site-Built,Principal Residence,home,1U,"$4,260.00",CIB,838,CIB,45,54,No,91.66666667,North,No,49,High,Excellent,
70126,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$386,500.00",3.99%,0.2839,"$7,680.00",360,No,No,No,"$488,000.00",Site-Built,Principal Residence,home,1U,"$6,780.00",CRIF,837,EXP,35,44,No,79.20081967,North,No,33,Moderate,Excellent,
70895,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$626,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$1,128,000.00",Site-Built,Investment Property,home,1U,"$2,340.00",EXP,587,CIB,45,54,No,55.54078014,North,Yes,52,Low,Fair,
127342,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$406,500.00",3.38%,-0.2653,$0.00,324,Yes,No,No,"$638,000.00",Site-Built,Principal Residence,home,1U,"$7,500.00",EXP,897,CIB,35,44,No,63.71473354,South,No,28,Moderate,Excellent,
78576,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$326,500.00",3.38%,0.4511,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$5,880.00",CRIF,604,CIB,55,64,No,78.11004785,North,No,56,Moderate,Fair,
126376,2019,non Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$856,500.00",3.99%,0.3831,$0.00,180,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$17,940.00",EQUI,798,EXP,45,54,Yes,204.9043062,North,Yes,39,Very High,Very Good,
146411,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$486,500.00",4.63%,0.5269,$0.00,360,No,No,No,"$618,000.00",Site-Built,Principal Residence,home,1U,"$8,400.00",CRIF,562,CIB,35,44,No,78.72168285,North,No,41,Moderate,Poor ,
82391,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$196,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$208,000.00",Site-Built,Principal Residence,home,1U,"$3,120.00",CIB,833,CIB,45,54,Yes,94.47115385,Central,Yes,55,High,Excellent,
83000,2019,Conforming Loan,Male,Not Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$166,500.00",3.75%,0.6379,$0.00,180,No,No,No,"$188,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CIB,516,CIB,55,64,Yes,88.56382979,North,No,39,High,Poor ,
82468,2019,Conforming Loan,Joint,Pre-Approved,Veterans Affairs,Cash-out Refinancing,Standard,No,No,"$136,500.00",4.13%,0.3716,$0.00,360,No,No,No,"$158,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,692,EXP,74,74,Yes,86.39240506,North,No,39,High,Good ,
111137,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$326,500.00",5.75%,1.2954,"$6,070.00",360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$6,000.00",CIB,700,CIB,35,44,Yes,78.11004785,North,No,49,Moderate,Good ,
171799,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$206,500.00",4.38%,0.5249,$0.00,180,No,Yes,No,"$1,558,000.00",Site-Built,Principal Residence,home,1U,"$16,500.00",CIB,705,EXP,55,64,Yes,13.25417202,South,No,6,Low,Good ,
114495,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$256,500.00",3.63%,-0.086,"$1,606.20",360,No,No,No,"$348,000.00",Site-Built,Principal Residence,home,1U,"$7,500.00",CRIF,549,EXP,35,44,No,73.70689655,North,No,33,Moderate,Poor ,
42078,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$326,500.00",4.38%,0.8731,"$3,481.25",360,No,No,No,"$408,000.00",Site-Built,Principal Residence,home,1U,"$7,440.00",EXP,761,CIB,45,54,Yes,80.0245098,North,No,44,High,Very Good,
77851,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Improvement,Standard,Yes,No,"$156,500.00",5.99%,1.622,$0.00,360,No,Yes,No,"$208,000.00",Site-Built,Principal Residence,home,1U,"$3,720.00",CIB,612,CIB,65,74,Yes,75.24038462,North,No,35,Moderate,Fair,
74632,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$316,500.00",4.75%,0.3785,$0.00,360,Yes,No,No,"$358,000.00",Site-Built,Principal Residence,home,1U,"$11,040.00",EXP,587,EXP,25,34,No,88.40782123,Central,No,35,High,Fair,
140510,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$336,500.00",3.63%,0.007,$0.00,360,No,No,No,"$458,000.00",Site-Built,Principal Residence,home,1U,"$6,000.00",CRIF,531,CIB,25,34,No,73.47161572,South,No,40,Moderate,Poor ,
94402,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Cash-out Refinancing,Standard,No,Yes,"$256,500.00",3.25%,0.5162,$0.00,360,No,No,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$5,760.00",CRIF,839,CIB,45,54,No,95.70895522,South,No,39,High,Excellent,
65096,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$556,500.00",3.13%,0.0288,$275.00,180,No,No,Yes,"$1,658,000.00",Site-Built,Principal Residence,home,1U,"$98,220.00",CRIF,786,CIB,45,54,No,33.56453559,South,No,8,Low,Very Good,
59121,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$366,500.00",3.88%,0.5013,"$7,792.20",360,No,No,No,"$508,000.00",Site-Built,Principal Residence,home,1U,"$5,940.00",CRIF,559,EXP,35,44,No,72.14566929,South,No,43,Moderate,Poor ,
163348,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$116,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$418,000.00",Site-Built,Principal Residence,home,1U,"$2,400.00",EQUI,573,EXP,0,25,Yes,27.8708134,North,Yes,39,Low,Poor ,
142826,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$206,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$248,000.00",Site-Built,Principal Residence,home,1U,"$1,260.00",CIB,642,CIB,45,54,Yes,83.26612903,South,Yes,49,High,Fair,
95914,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$366,500.00",3.50%,-0.1919,$0.00,360,No,No,No,"$728,000.00",Site-Built,Principal Residence,home,1U,"$3,060.00",CRIF,677,CIB,55,64,No,50.34340659,North,No,49,Low,Good ,
53692,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$306,500.00",4.13%,0.5393,$0.00,240,No,No,No,"$448,000.00",Site-Built,Principal Residence,home,1U,"$8,100.00",CIB,750,CIB,35,44,Yes,68.41517857,North,No,33,Moderate,Very Good,
75289,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$266,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$298,000.00",Site-Built,Principal Residence,home,1U,"$6,840.00",CIB,723,CIB,55,64,Yes,89.4295302,South,Yes,37,High,Good ,
97359,2019,Conforming Loan,Male,Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$146,500.00",4.49%,1.7669,$423.37,360,No,No,No,"$148,000.00",Site-Built,Principal Residence,home,1U,"$2,640.00",EXP,667,CIB,25,34,Yes,98.98648649,North,No,61,High,Fair,
82799,2019,Conforming Loan,Unknown,Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$696,500.00",3.63%,-0.0143,"$7,494.00",360,No,No,No,"$868,000.00",Site-Built,Principal Residence,home,1U,"$14,640.00",CRIF,578,CIB,45,54,Yes,80.24193548,South,No,25,High,Poor ,
68261,2019,Conforming Loan,Joint,Not Pre-Approved,Veterans Affairs,Refinancing,Standard,No,No,"$216,500.00",3.88%,0.2084,"$3,825.50",360,No,Yes,No,"$268,000.00",Site-Built,Principal Residence,home,1U,"$7,920.00",CRIF,509,EXP,35,44,Yes,80.78358209,North,No,54,High,Poor ,
55498,2019,Conforming Loan,Unknown,Not Pre-Approved,Federal Housing Administration,Refinancing,Standard,No,Yes,"$166,500.00",3.99%,0.3831,$0.00,360,Yes,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$2,940.00",EQUI,594,EXP,74,,Yes,39.83253589,South,Yes,39,Low,Fair,
147518,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$246,500.00",3.99%,0.3831,$0.00,360,No,No,Yes,"$578,000.00",Site-Built,Principal Residence,home,1U,"$4,080.00",CRIF,764,CIB,55,64,Yes,42.64705882,South,Yes,31,Low,Very Good,
114033,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$146,500.00",3.75%,1.0327,"$3,359.00",180,No,No,No,"$188,000.00",Site-Built,Principal Residence,home,1U,"$6,780.00",CIB,589,CIB,35,44,Yes,77.92553191,North,No,30,Moderate,Fair,
68486,2019,non Conforming Loan,Male,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$746,500.00",3.00%,-0.522,$0.00,360,No,Yes,No,"$1,658,000.00",Site-Built,Principal Residence,home,1U,"$16,320.00",CRIF,654,CIB,35,44,Yes,45.02412545,South,No,31,Low,Fair,
57981,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$356,500.00",3.38%,0.3134,"$6,272.35",240,No,Yes,No,"$548,000.00",Site-Built,Principal Residence,home,1U,"$3,720.00",CRIF,864,CIB,35,44,No,65.05474453,South,No,49,Moderate,Excellent,
69345,2019,Conforming Loan,Male,Not Pre-Approved,Federal Housing Administration,Home Purchase,Standard,No,Yes,"$436,500.00",3.49%,0.7096,$0.00,360,No,No,No,"$448,000.00",Site-Built,Principal Residence,home,1U,"$8,880.00",EXP,896,EXP,25,34,No,97.43303571,South,No,58,High,Excellent,
146685,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$246,500.00",4.50%,0.143,"$4,750.00",360,Yes,No,No,"$308,000.00",Site-Built,Principal Residence,home,1U,"$4,680.00",CRIF,835,EXP,74,74,Yes,80.03246753,North,No,44,High,Excellent,
41143,2019,Conforming Loan,Female,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$246,500.00",3.99%,0.3831,$0.00,324,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$4,860.00",EQUI,766,EXP,35,44,Yes,58.97129187,North,Yes,39,Low,Very Good,
169819,2019,Conforming Loan,Male,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$246,500.00",3.99%,0.3831,$0.00,360,No,No,No,"$418,000.00",Site-Built,Principal Residence,home,1U,"$6,540.00",EQUI,842,EXP,65,74,Yes,58.97129187,Central,Yes,39,Low,Excellent,
56512,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$386,500.00",3.88%,0.1897,$123.06,360,No,No,No,"$628,000.00",Site-Built,Principal Residence,home,1U,"$7,980.00",CIB,521,EXP,45,54,No,61.54458599,North,No,31,Moderate,Poor ,
67043,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$346,500.00",3.88%,-0.1391,"$2,784.80",360,No,No,No,"$588,000.00",Site-Built,Principal Residence,home,1U,"$10,320.00",CIB,584,EXP,25,34,No,58.92857143,South,No,20,Low,Fair,
45920,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$226,500.00",3.99%,0.3831,$0.00,180,No,No,No,"$358,000.00",Site-Built,Principal Residence,home,1U,"$6,480.00",CRIF,774,EXP,65,74,No,63.26815642,South,Yes,32,Moderate,Very Good,
167878,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Cash-out Refinancing,Standard,No,No,"$376,500.00",3.88%,0.4084,"$8,262.50",324,No,No,No,"$478,000.00",Site-Built,Principal Residence,home,1U,"$5,640.00",CIB,651,EXP,45,54,Yes,78.76569038,South,No,44,Moderate,Fair,
78974,2019,Conforming Loan,Joint,Not Pre-Approved,Conventional,Home Purchase,Standard,No,No,"$396,500.00",4.99%,0.9986,$0.00,360,No,No,No,"$428,000.00",Site-Built,Principal Residence,home,1U,"$14,100.00",CRIF,546,EXP,25,34,No,92.64018692,South,No,44,High,Poor ,
56193,2019,Conforming Loan,Unknown,Not Pre-Approved,Conventional,Refinancing,Standard,No,No,"$246,500.00",4.25%,0.1981,"$6,729.25",360,No,No,No,"$448,000.00",Site-Built,Principal Residence,home,1U,"$6,720.00",CIB,699,CIB,55,64,Yes,55.02232143,South,No,20,Low,Good ,
