ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
113201,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,not_lpsm,1298000,sb,pr,home,1U,7200,CRIF,644,CIB,45-54,not_inst,23.61325116,North,direct,1,32
167859,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,606500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7200,EQUI,710,EXP,25-34,not_inst,,south,direct,1,
53318,2019,cf,Female,nopre,type1,p2,l1,nopc,nob/c,206500,4.625,0.5873,1563,360,not_neg,not_int,not_lpsm,488000,sb,ir,home,1U,6180,CRIF,699,CIB,>74,not_inst,42.31557377,south,direct,0,44
168544,2019,ncf,Joint,nopre,type1,p2,l1,nopc,nob/c,756500,3.99,0.4,9595,360,not_neg,not_int,not_lpsm,2608000,sb,pr,home,1U,14880,EXP,613,EXP,45-54,not_inst,29.00690184,North,direct,0,41
169065,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,496500,4.125,-0.2106,0,360,not_neg,not_int,not_lpsm,948000,sb,pr,home,1U,8640,CRIF,828,CIB,55-64,not_inst,52.37341772,North,direct,0,20
69300,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,346500,3.625,0.1815,988.53,360,not_neg,int_only,not_lpsm,378000,sb,pr,home,1U,4260,CIB,838,CIB,45-54,not_inst,91.66666667,North,direct,0,49
70126,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,386500,3.99,0.2839,7680,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,6780,CRIF,837,EXP,35-44,not_inst,79.20081967,North,direct,0,33
70895,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,626500,,,,360,neg_amm,not_int,not_lpsm,1128000,sb,ir,home,1U,2340,EXP,587,CIB,45-54,not_inst,55.54078014,North,direct,1,52
127342,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,3.375,-0.2653,0,324,neg_amm,not_int,not_lpsm,638000,sb,pr,home,1U,7500,EXP,897,CIB,35-44,not_inst,63.71473354,south,direct,0,28
78576,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,326500,3.375,0.4511,,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,5880,CRIF,604,CIB,55-64,not_inst,78.11004785,North,direct,0,56
126376,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,856500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,17940,EQUI,798,EXP,45-54,to_inst,,North,direct,1,
146411,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,4.625,0.5269,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,8400,CRIF,562,CIB,35-44,not_inst,78.72168285,North,direct,0,41
82391,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,196500,,,,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,3120,CIB,833,CIB,45-54,to_inst,94.47115385,central,direct,1,55
83000,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,166500,3.75,0.6379,,180,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,,CIB,516,CIB,55-64,to_inst,88.56382979,North,direct,0,
82468,2019,cf,Joint,pre,type3,p4,l1,nopc,nob/c,136500,4.125,0.3716,0,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,,CRIF,692,EXP,>74,to_inst,86.39240506,North,direct,0,
111137,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,326500,5.75,1.2954,6070,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,6000,CIB,700,CIB,35-44,to_inst,78.11004785,North,direct,0,49
171799,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,206500,4.375,0.5249,0,180,not_neg,int_only,not_lpsm,1558000,sb,pr,home,1U,16500,CIB,705,EXP,55-64,to_inst,13.25417202,south,direct,0,6
114495,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,256500,3.625,-0.086,1606.2,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,7500,CRIF,549,EXP,35-44,not_inst,73.70689655,North,direct,0,33
42078,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,326500,4.375,0.8731,3481.25,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,7440,EXP,761,CIB,45-54,to_inst,80.0245098,North,direct,0,44
77851,2019,cf,Male,nopre,type1,p2,l1,opc,nob/c,156500,5.99,1.622,,360,not_neg,int_only,not_lpsm,208000,sb,pr,home,1U,3720,CIB,612,CIB,65-74,to_inst,75.24038462,North,direct,0,35
74632,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,316500,4.75,0.3785,0,360,neg_amm,not_int,not_lpsm,358000,sb,pr,home,1U,11040,EXP,587,EXP,25-34,not_inst,88.40782123,central,direct,0,35
140510,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,3.625,0.007,0,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,6000,CRIF,531,CIB,25-34,not_inst,73.47161572,south,direct,0,40
94402,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,256500,3.25,0.5162,0,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,,CRIF,839,CIB,45-54,not_inst,95.70895522,south,direct,0,
65096,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,556500,3.125,0.0288,275,180,not_neg,not_int,lpsm,1658000,sb,pr,home,1U,98220,CRIF,786,CIB,45-54,not_inst,33.56453559,south,direct,0,8
59121,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,3.875,0.5013,7792.2,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,5940,CRIF,559,EXP,35-44,not_inst,72.14566929,south,direct,0,43
163348,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,116500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,2400,EQUI,573,EXP,<25,to_inst,,North,direct,1,
142826,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,206500,,,,360,neg_amm,not_int,not_lpsm,248000,sb,pr,home,1U,1260,CIB,642,CIB,45-54,to_inst,83.26612903,south,direct,1,49
95914,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,3.5,-0.1919,0,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,3060,CRIF,677,CIB,55-64,not_inst,50.34340659,North,direct,0,49
53692,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,306500,4.125,0.5393,,240,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,8100,CIB,750,CIB,35-44,to_inst,68.41517857,North,direct,0,33
75289,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360,neg_amm,not_int,not_lpsm,298000,sb,pr,home,1U,6840,CIB,723,CIB,55-64,to_inst,89.4295302,south,direct,1,37
97359,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,146500,4.49,1.7669,423.37,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,2640,EXP,667,CIB,25-34,to_inst,98.98648649,North,direct,0,61
82799,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,696500,3.625,-0.0143,7494,360,not_neg,not_int,not_lpsm,868000,sb,pr,home,1U,14640,CRIF,578,CIB,45-54,to_inst,80.24193548,south,direct,0,25
68261,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,216500,3.875,0.2084,3825.5,360,not_neg,int_only,not_lpsm,268000,sb,pr,home,1U,7920,CRIF,509,EXP,35-44,to_inst,80.78358209,North,direct,0,54
55498,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,166500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2940,EQUI,594,EXP,>74,to_inst,,south,direct,1,
147518,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,246500,,,,360,not_neg,not_int,lpsm,578000,sb,pr,home,1U,4080,CRIF,764,CIB,55-64,to_inst,42.64705882,south,direct,1,31
114033,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,3.75,1.0327,3359,180,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,6780,CIB,589,CIB,35-44,to_inst,77.92553191,North,direct,0,30
68486,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,746500,3,-0.522,0,360,not_neg,int_only,not_lpsm,1658000,sb,pr,home,1U,16320,CRIF,654,CIB,35-44,to_inst,45.02412545,south,direct,0,31
57981,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,356500,3.375,0.3134,6272.35,240,not_neg,int_only,not_lpsm,548000,sb,pr,home,1U,3720,CRIF,864,CIB,35-44,not_inst,65.05474453,south,direct,0,49
69345,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,436500,3.49,0.7096,0,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,8880,EXP,896,EXP,25-34,not_inst,97.43303571,south,direct,0,58
146685,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,246500,4.5,0.143,4750,360,neg_amm,not_int,not_lpsm,308000,sb,pr,home,1U,4680,CRIF,835,EXP,>74,to_inst,80.03246753,North,direct,0,44
41143,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,246500,,,,324,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4860,EQUI,766,EXP,35-44,to_inst,,North,direct,1,
169819,2019,,Male,nopre,type1,p3,l1,nopc,nob/c,246500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6540,EQUI,842,EXP,65-74,to_inst,,central,direct,1,
56512,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,386500,3.875,0.1897,123.06,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,7980,CIB,521,EXP,45-54,not_inst,61.54458599,North,direct,0,31
67043,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.875,-0.1391,2784.8,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,10320,CIB,584,EXP,25-34,not_inst,58.92857143,south,direct,0,20
45920,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,,,,180,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,6480,CRIF,774,EXP,65-74,not_inst,63.26815642,south,direct,1,32
167878,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,3.875,0.4084,8262.5,324,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,5640,CIB,651,EXP,45-54,to_inst,78.76569038,south,direct,0,44
78974,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,396500,4.99,0.9986,0,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,14100,CRIF,546,EXP,25-34,not_inst,92.64018692,south,direct,0,44
56193,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,4.25,0.1981,6729.25,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,6720,CIB,699,CIB,55-64,to_inst,55.02232143,south,direct,0,20
49057,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,296500,3.99,1.0901,6603.27,240,not_neg,not_int,not_lpsm,558000,sb,ir,home,1U,8880,CIB,508,EXP,45-54,to_inst,53.13620072,south,direct,0,45
80776,2019,cf,Joint,nopre,type2,p3,l2,nopc,b/c,596500,,,,300,neg_amm,not_int,not_lpsm,798000,sb,pr,home,1U,6840,EXP,621,EXP,45-54,to_inst,74.74937343,North,direct,1,39
46590,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,3.25,0.4475,15687.5,240,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,10020,CRIF,720,CIB,35-44,to_inst,70.89665653,south,direct,0,28
84786,2019,cf,Sex Not Available,nopre,type2,p4,l2,nopc,b/c,656500,3.99,0.6065,0,360,not_neg,not_int,not_lpsm,768000,sb,pr,home,1U,,CIB,854,EXP,35-44,not_inst,85.48177083,south,direct,0,
122546,2019,,Female,nopre,type1,p4,l1,nopc,nob/c,246500,4.375,0.685,3666.65,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,4260,CRIF,693,CIB,45-54,to_inst,51.56903766,North,direct,0,32
162632,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,706500,3.99,0.6773,8748.65,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1U,10800,CRIF,794,EXP,25-34,not_inst,94.45187166,North,direct,0,39
146661,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,126500,4.375,0.9255,3591.41,360,not_neg,not_int,not_lpsm,168000,sb,ir,home,1U,5100,CRIF,526,CIB,35-44,to_inst,75.29761905,south,direct,0,20
113832,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,156500,3.75,0.2616,4755.88,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,3420,CRIF,691,CIB,65-74,to_inst,71.78899083,North,direct,0,37
139120,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,596500,3.99,0.4045,553.75,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1U,8400,EXP,643,CIB,35-44,not_inst,89.29640719,North,direct,0,49
78491,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,216500,3.25,0.3861,6184.24,240,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,4620,EXP,573,CIB,35-44,to_inst,54.39698492,North,direct,0,38
30063,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,686500,3.625,0.1882,6688.89,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,7140,EXP,805,CIB,45-54,not_inst,75.60572687,North,direct,0,49
44606,2019,cf,Female,nopre,type3,p3,l1,nopc,nob/c,176500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,1920,EQUI,806,EXP,65-74,to_inst,,south,direct,1,
150877,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,566500,3.99,0.4408,5193.8,360,not_neg,not_int,not_lpsm,638000,sb,pr,home,1U,10200,EXP,780,CIB,55-64,to_inst,88.79310345,south,direct,0,33
86191,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,256500,3.25,-0.5323,1125.86,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,,EXP,881,CIB,65-74,to_inst,99.41860465,North,direct,0,
144033,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,,,,360,not_neg,int_only,not_lpsm,318000,sb,pr,home,1U,3900,CIB,870,CIB,35-44,not_inst,80.66037736,North,direct,1,27
34827,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,4.875,0.282,1150,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,4740,CIB,743,CIB,45-54,to_inst,94.95614035,North,direct,0,48
152221,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.4499,5067,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,4680,EXP,877,CIB,55-64,to_inst,79.45402299,North,direct,0,20
147910,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,146500,4.25,0.7654,3625,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,2400,CIB,863,CIB,65-74,to_inst,67.20183486,south,direct,0,37
116078,2019,ncf,Male,nopre,type1,p1,l1,nopc,nob/c,546500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8640,EQUI,857,EXP,65-74,to_inst,,North,direct,1,
129197,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,156500,4.25,0.4894,4050.14,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,2520,CRIF,563,EXP,45-54,to_inst,75.24038462,south,direct,0,24
96174,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,506500,4.25,0.5502,4555,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,9660,CRIF,614,EXP,35-44,to_inst,69.57417582,south,direct,0,27
154814,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.375,1.502,4352.75,180,not_neg,not_int,not_lpsm,878000,sb,ir,home,1U,3300,CRIF,794,CIB,45-54,to_inst,31.49202733,south,direct,0,5
84101,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,4.75,0.6076,3570.69,360,neg_amm,not_int,not_lpsm,218000,sb,pr,home,1U,2280,EXP,883,CIB,55-64,to_inst,80.96330275,central,direct,0,44
115511,2019,cf,Joint,nopre,type2,p1,l2,nopc,b/c,336500,3.99,0.967,0,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,5640,CRIF,570,EXP,35-44,not_inst,96.6954023,North,direct,0,43
76903,2019,ncf,Joint,nopre,type1,p3,l2,opc,nob/c,346500,4.5,0.222,,360,not_neg,int_only,not_lpsm,858000,sb,pr,home,1U,6840,CIB,669,EXP,65-74,to_inst,40.38461538,North,direct,0,49
63023,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,466500,,,,360,not_neg,not_int,not_lpsm,568000,sb,pr,home,1U,4080,CIB,853,CIB,65-74,to_inst,82.13028169,south,direct,1,55
35128,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,3.625,0.3711,1490.85,120,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,7860,CRIF,866,EXP,55-64,not_inst,67.01183432,North,direct,0,44
52279,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,176500,3.5,0.5177,1965.82,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1U,2280,CRIF,553,CIB,35-44,to_inst,80.96330275,central,direct,0,53
52124,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,396500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5820,EQUI,546,EXP,65-74,to_inst,,south,direct,1,
58630,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,456500,3.625,-0.1074,1432.5,360,not_neg,int_only,not_lpsm,1178000,sb,pr,home,1U,8580,CIB,552,CIB,55-64,to_inst,38.75212224,south,direct,0,28
108770,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,426500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3600,EQUI,688,EXP,65-74,to_inst,,North,direct,1,
48596,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,396500,3.75,0.3345,9877.63,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,10980,CIB,596,EXP,35-44,to_inst,84.72222222,North,direct,0,20
98002,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,616500,3.99,0.5699,1873.15,360,not_neg,not_int,not_lpsm,648000,sb,pr,home,1U,10320,EXP,603,CIB,35-44,not_inst,95.13888889,North,direct,0,43
34629,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.456,4837.5,324,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,7620,CIB,597,EXP,55-64,to_inst,62.95731707,North,direct,0,22
168236,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,406500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7320,EQUI,542,EXP,65-74,to_inst,,south,direct,1,
135754,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,306500,2.75,-0.9042,3684.21,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,,CIB,602,CIB,65-74,to_inst,81.08465608,south,direct,0,
41319,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,0.1056,5747.8,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,3600,CRIF,701,EXP,>74,to_inst,47.14611872,south,direct,0,41
63558,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,4.375,0.264,0,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,7020,EXP,504,EXP,25-34,not_inst,74.64157706,south,direct,0,30
171952,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,3720,EXP,557,CIB,25-34,to_inst,56.11413043,south,direct,1,49
55937,2019,ncf,Female,nopre,type1,p4,l1,nopc,nob/c,1436500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,75420,EQUI,861,EXP,45-54,not_inst,,North,direct,1,
102031,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,726500,3.75,0.6669,10331.56,240,not_neg,not_int,not_lpsm,1058000,sb,pr,home,1U,16140,EXP,528,EXP,55-64,to_inst,68.66729679,south,direct,0,42
125899,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,286500,3.5,0.3672,9068.25,300,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,4920,EXP,661,EXP,35-44,to_inst,84.76331361,south,direct,0,23
135925,2019,cf,Joint,nopre,type1,p3,l2,opc,nob/c,76500,6.24,1.202,,360,not_neg,int_only,not_lpsm,488000,sb,pr,home,1U,8640,EXP,580,EXP,55-64,to_inst,15.67622951,central,direct,0,25
47812,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,506500,3.75,0.057,6853,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,6720,CIB,534,EXP,35-44,not_inst,76.97568389,south,direct,0,46
102572,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,156500,4.99,0.5972,2216.55,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,5640,CIB,882,EXP,35-44,to_inst,93.1547619,North,direct,0,37
150022,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,106500,3.99,0.9437,2720.09,180,not_neg,not_int,not_lpsm,128000,sb,pr,home,1U,4260,EXP,681,EXP,65-74,to_inst,83.203125,North,direct,0,28
121128,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,336500,4.375,0.0847,6100,360,neg_amm,not_int,not_lpsm,528000,sb,pr,home,1U,5580,CRIF,540,CIB,45-54,to_inst,63.73106061,North,direct,0,39
78617,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,226500,4.125,0.9149,4906.25,240,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,5280,CRIF,514,CIB,25-34,to_inst,87.79069767,North,direct,0,45
97980,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,416500,3.375,0.3992,0,360,not_neg,int_only,not_lpsm,488000,sb,pr,home,1U,5820,CIB,559,CIB,55-64,not_inst,85.34836066,south,direct,0,59
145230,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,276500,3.5,-0.0381,8316,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4740,EXP,696,EXP,65-74,to_inst,89.77272727,North,direct,0,38
158228,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,436500,4.375,-0.103,0,360,not_neg,not_int,not_lpsm,2418000,sb,pr,home,1U,12240,CRIF,876,EXP,65-74,not_inst,18.05210918,North,direct,0,34
48011,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360,not_neg,not_int,lpsm,348000,sb,ir,home,1U,10380,CIB,859,EXP,65-74,to_inst,79.45402299,south,direct,1,49
32555,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,316500,3.625,0.934,8589.99,360,neg_amm,not_int,not_lpsm,378000,sb,pr,home,1U,8760,EXP,855,EXP,35-44,to_inst,83.73015873,North,direct,0,30
123518,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,466500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8400,EQUI,629,EXP,35-44,to_inst,,south,direct,1,
89659,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,146500,3.5,0.7327,3855.13,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,2940,EXP,736,CIB,35-44,not_inst,54.6641791,North,direct,0,20
25103,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,216500,4.25,-0.0666,0,360,not_neg,not_int,not_lpsm,408000,sb,pr,home,1U,4560,CRIF,616,EXP,25-34,not_inst,53.06372549,North,direct,0,33
56282,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,4.625,0.2768,2524.34,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1U,3480,CIB,681,EXP,>74,to_inst,51.79425837,North,direct,0,48
53443,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,116500,4.5,0.3304,3340.34,360,neg_amm,not_int,not_lpsm,318000,sb,pr,home,1U,2520,CRIF,612,CIB,65-74,to_inst,36.63522013,south,direct,0,31
60701,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,296500,4.25,0.1304,1966.53,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,4380,EXP,883,CIB,25-34,not_inst,62.0292887,North,direct,0,34
101336,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,326500,3.875,0.1039,200,180,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,7620,EXP,753,EXP,65-74,to_inst,53.70065789,south,direct,0,33
127953,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,246500,3.5,-0.1176,1278.4,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,15480,CIB,813,EXP,45-54,not_inst,27.14757709,south,direct,0,18
49881,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,256500,3.375,0.4928,3132.88,180,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,5580,EXP,848,CIB,35-44,to_inst,83.27922078,south,direct,0,34
45982,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,256500,4.5,0.235,4922.5,360,neg_amm,not_int,not_lpsm,458000,sb,ir,home,1U,12780,CRIF,658,EXP,35-44,not_inst,56.00436681,North,direct,0,44
85224,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,4.25,0.5523,5657.14,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,9120,CRIF,851,EXP,35-44,not_inst,76.08267717,North,direct,0,40
69249,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,146500,2.875,-0.6947,4266.07,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,2340,CIB,897,CIB,65-74,to_inst,52.69784173,North,direct,0,45
139744,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,3.99,0.3599,3214.38,360,not_neg,int_only,not_lpsm,358000,sb,pr,home,1U,4380,EXP,782,CIB,35-44,to_inst,63.26815642,North,direct,0,36
147057,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,696500,3.375,-0.2084,729.9,360,not_neg,int_only,not_lpsm,1358000,sb,pr,home,1U,8760,CRIF,887,EXP,45-54,not_inst,51.28865979,North,direct,0,47
59313,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,356500,5.125,0.7016,358.2,360,neg_amm,not_int,not_lpsm,508000,sb,pr,home,1U,4500,CIB,668,EXP,45-54,to_inst,70.17716535,south,direct,0,39
153438,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,76500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1560,EQUI,537,EXP,65-74,to_inst,,North,direct,1,
